recency,frequency,monetary_value
115,30,962.1899999999999
198,42,695.6099999999999
277,11,328.8
110,34,473.02
77,39,505.18
52,20,917.34
161,161,4341.21
46,66,1421.61
16,39,642.8000000000001
155,22,631.9000000000001
225,28,440.0
7,31,584.0699999999999
121,16,327.70000000000005
60,6,104.82000000000002
63,15,467.66
18,243,2360.0899999999997
7,250,17286.86
2,143,2975.59
22,89,651.8199999999999
28,66,1428.0200000000002
284,38,626.65
176,28,147.2
78,92,1560.3799999999994
33,6,152.2
40,235,3614.92
266,21,141.41
26,209,652.8199999999999
109,6,1659.75
284,14,154.99
8,32,1308.6100000000001
305,85,409.93
16,488,5681.72
31,54,746.3599999999999
0,210,15610.390000000003
19,56,225.36
124,4,260.25
65,6,92.46
106,10,725.6400000000001
1,1106,8214.65
23,284,6217.959999999999
266,8,183.6
4,202,6140.42
9,111,10464.850000000002
29,80,1353.74
266,7,152.55
63,52,374.7
320,24,265.85
3,324,1438.8200000000002
32,13,151.04
4,43,942.26
129,46,122.47
40,42,499.4200000000001
101,65,1049.37
124,12,375.0999999999999
32,4,45.599999999999994
302,153,934.52
364,29,182.24999999999997
4,181,1018.4300000000001
2,450,4448.540000000001
2,69,194.42
10,589,50491.81
56,14,161.0
324,1,76.32000000000001
7,214,4076.91
12,105,442.84999999999997
4,5111,65164.79
36,21,147.34999999999997
16,250,3104.17
137,26,194.90000000000003
73,35,5976.790000000001
5,79,1360.28
154,21,216.20999999999998
239,74,1266.23
51,123,2703.23
30,34,597.9100000000001
72,9,144.2
3,156,5683.1500000000015
14,10,692.85
22,160,2915.15
3,34,1840.4199999999998
273,15,386.53
19,72,1382.7399999999998
143,3,90.0
3,159,2780.15
84,5,419.58000000000004
10,167,2740.4300000000003
7,15,706.1300000000001
122,44,709.7099999999999
60,46,637.5000000000002
1,52,1123.8600000000001
319,67,483.86
2,200,3586.0299999999997
129,28,605.6399999999999
1,134,4690.3099999999995
1,47,982.3800000000002
46,26,415.81999999999994
3,66,935.05
2,40,915.1300000000001
373,22,311.81
133,7,115.8
46,11,3742.2
8,210,4191.0
78,5,483.4
233,3,157.2
220,28,446.62000000000006
35,26,658.64
75,49,621.29
239,52,1345.62
266,6,118.75
9,1400,117379.63
19,48,432.88
40,41,507.65999999999997
19,1204,4693.01
215,108,1110.52
173,25,289.36
87,52,2445.9100000000003
70,29,1631.7700000000004
275,25,122.54
39,52,574.84
98,58,363.79
10,29,450.8400000000001
33,26,134.46
59,149,3222.3
297,31,576.9
86,42,559.4100000000001
8,327,1620.9300000000003
40,165,719.78
10,240,4748.52
66,24,452.89
331,3,197.65
30,65,2054.36
2,265,4654.08
1,259,4684.76
67,42,853.3900000000001
4,579,11349.52
201,7,1011.9999999999998
106,6,335.52
18,39,701.4
218,2,185.39999999999998
60,37,747.4400000000002
2,44,161.02999999999994
16,24,466.70000000000005
239,20,328.15999999999997
94,10,151.73999999999998
10,87,2073.4300000000003
105,102,1905.8400000000001
53,112,2241.1000000000004
89,9,1070.48
30,67,1004.3800000000001
11,108,1789.72
3,59,1839.3000000000002
1,100,2004.9799999999998
42,12,169.48000000000002
4,7,89.94
247,21,632.3999999999999
42,193,3432.8
177,41,683.1700000000001
92,60,991.1300000000001
110,118,1050.1200000000001
28,67,2232.19
26,175,3350.96
51,40,1547.2
183,50,925.71
42,115,2048.07
49,35,1462.7200000000003
22,159,775.4600000000003
75,79,3144.86
80,15,490.86
373,9,161.00000000000003
326,8,146.85
43,112,2380.8500000000004
30,42,890.3400000000001
183,10,213.70000000000005
234,16,280.55
8,141,2588.7699999999995
219,108,1693.4499999999998
110,75,1474.0600000000002
278,20,136.76999999999998
318,8,302.58
7,111,1904.05
1,78,2879.7
260,53,969.06
64,106,3099.7200000000003
9,111,12669.98
141,5,120.0
50,52,1163.45
8,143,2618.2299999999996
154,17,333.97
109,31,530.18
162,55,1516.24
331,29,492.65
225,10,112.32
73,33,437.96000000000004
51,29,559.97
98,64,1119.7400000000002
15,225,4216.2
196,8,134.04
3,156,3729.34
30,32,595.25
21,27,1910.0100000000002
23,280,4628.75
8,9,176.63
213,16,426.6
8,47,911.26
11,101,2314.6499999999996
1,237,3883.25
7,100,4871.929999999999
3,61,1046.56
40,5,166.2
17,62,1305.3299999999997
8,1637,51527.299999999996
8,143,3965.62
18,3,43.2
117,13,640.1400000000001
222,17,383.45000000000005
71,105,1858.9600000000003
51,33,2093.3199999999997
88,180,2995.72
8,117,2352.53
242,20,310.26
46,87,1611.59
106,8,120.0
44,101,2481.13
64,24,508.58
206,31,477.78999999999996
10,123,1530.7500000000002
114,36,605.0600000000001
242,8,183.85000000000002
163,12,311.65000000000003
17,259,5014.839999999999
124,28,462.65999999999997
22,26,866.3100000000001
67,15,415.2
16,162,2552.2100000000005
16,63,468.25999999999993
16,90,1614.91
161,31,588.2199999999999
242,14,309.52
218,6,134.7
45,129,2182.28
21,21,668.5600000000002
127,71,889.9300000000002
38,6,108.97999999999999
120,60,1021.58
260,18,409.57
10,31,133.5
274,18,282.92999999999995
164,1,51.0
157,47,1078.9600000000003
215,6,90.6
5,9,163.62
365,11,174.4
79,33,701.23
43,41,225.76999999999998
19,55,912.1800000000001
31,118,2128.2300000000005
22,41,161.2
108,69,3717.35
8,524,9261.52
319,8,155.0
295,4,100.5
358,4,76.55
185,75,257.68
191,11,617.05
44,46,348.1
52,56,202.68
26,131,626.07
38,59,1247.69
9,14,202.10999999999999
296,7,142.4
32,140,1770.5600000000002
10,186,3212.84
65,45,1043.46
10,286,4652.82
218,5,67.94999999999999
2,350,3507.71
65,73,487.99000000000007
2,87,2612.96
149,25,574.6999999999999
4,182,4051.4799999999996
130,20,1475.8100000000002
33,103,1474.32
119,8,156.75
107,73,2157.73
10,107,2606.53
71,54,2059.4500000000003
92,194,1105.07
310,14,1063.0
42,43,770.0300000000001
362,23,122.7
91,97,1496.98
1,590,5900.280000000001
22,14,490.2200000000001
3,124,1937.25
10,206,1058.06
99,29,387.52
57,27,813.1100000000001
0,222,4263.639999999999
218,3,265.2
17,1,322.08
23,224,4481.67
50,17,363.34000000000003
7,144,1244.83
302,17,470.36
9,382,2255.51
21,12,1372.8
98,9,89.06
365,5,63.0
306,9,131.9
319,32,2661.24
8,55,2357.6800000000003
0,51,1712.8900000000003
204,63,1589.82
53,93,1420.2
0,293,1039.58
18,70,1163.2300000000002
9,20,375.35
18,258,907.1
180,40,483.24999999999994
60,109,662.59
10,62,264.44
190,22,119.93
5,970,3062.3999999999996
310,4,113.64
155,37,1837.92
110,16,434.34000000000003
148,180,2103.0599999999995
66,240,2004.02
98,6,529.62
246,130,1058.62
29,72,2272.4
17,90,598.76
11,43,461.19000000000005
103,281,1936.84
74,7,234.34
46,29,547.6600000000001
71,42,925.8499999999999
257,19,215.7
19,10,1309.6000000000001
253,18,316.24999999999994
11,13,279.05
164,30,636.51
18,144,2068.15
281,9,137.1
50,14,321.92
38,47,165.75
26,144,1196.33
67,46,1064.2800000000002
207,30,463.38
175,17,340.93
7,120,2383.2400000000002
25,7,139.56
50,6,123.79999999999998
311,19,538.8100000000001
309,29,475.37
42,193,1957.3200000000002
26,194,815.3199999999999
88,7,356.85
183,10,251.21
19,624,2470.67
3,164,3543.26
47,107,673.26
17,799,5905.64
17,316,2012.17
23,96,1383.18
22,57,276.42
11,68,1314.8100000000002
187,23,275.28
100,12,455.59000000000003
61,73,1055.35
17,101,2102.0899999999997
33,18,330.45000000000005
64,16,174.37
1,4,270.6
24,17,974.54
108,12,241.09
31,203,1867.6800000000003
19,291,4332.2
2,972,8508.82
37,18,364.21999999999997
60,229,620.04
25,216,2925.9100000000003
236,64,932.8500000000001
24,62,1949.7200000000003
2,519,4447.050000000001
60,330,2864.19
259,19,171.8
57,10,355.56000000000006
64,19,388.24999999999994
15,32,537.48
9,76,996.26
58,111,1461.6500000000003
185,5,103.25000000000001
28,72,3630.3300000000004
24,114,2024.45
5,399,2578.09
3,366,4007.54
150,4,652.8
311,56,289.24
10,48,765.62
18,10,186.23000000000002
151,58,165.07
19,113,859.2700000000001
10,216,2381.04
57,21,324.14
85,16,788.38
7,74,2237.7699999999995
75,69,1080.76
3,423,5074.77
95,127,3099.1200000000003
110,4,1432.0
56,33,1530.3600000000001
1,12,227.38999999999996
280,29,218.06
3,270,2832.84
179,235,1653.42
372,1,35.400000000000006
12,123,859.7100000000002
3,24,168.63
16,17,138.6
40,6,114.11
5,330,1052.55
169,100,1042.2600000000002
50,29,157.05
276,19,237.36
18,383,1601.1399999999999
371,3,39.75
15,197,1447.14
35,164,570.4599999999999
21,152,617.99
7,53,379.8299999999999
19,102,1740.6000000000001
11,55,883.1500000000001
44,50,221.97
305,25,393.33
10,7,213.96000000000004
274,2,660.0
1,2700,12156.650000000001
15,86,16569.5
4,20,1785.1499999999999
72,4,601.5600000000001
242,3,406.08000000000004
9,16,553.44
245,20,394.43999999999994
205,26,412.78000000000003
1,92,1788.3600000000004
184,21,320.58
32,134,889.2499999999999
57,13,225.84999999999997
196,53,899.63
23,122,2791.27
91,24,671.9599999999999
4,152,959.01
50,41,1006.98
262,8,114.56
266,20,344.9000000000001
36,28,609.8500000000001
50,16,443.6
52,172,2984.49
24,106,2125.08
21,7,110.46
58,2,96.12
170,31,693.81
67,26,830.76
156,30,597.0899999999999
1,2080,280206.02
201,30,243.21999999999997
4,199,1417.29
67,102,654.5999999999999
77,29,114.18
1,237,1947.5499999999997
8,49,1932.23
169,80,291.05
17,126,848.22
5,29,247.14999999999998
8,253,2529.93
86,30,285.73999999999995
26,4,107.95
28,168,771.1700000000001
19,99,637.8900000000001
60,90,1835.6999999999998
24,14,195.25
10,573,9241.2
241,170,1269.9900000000002
280,132,411.53000000000003
234,61,765.55
3,74,1736.4
16,102,604.7500000000001
31,42,2548.2400000000002
25,258,28754.11
71,7,498.95
187,2,52.0
25,421,1236.2799999999997
106,15,628.3799999999999
7,327,5630.870000000001
208,13,112.80000000000001
44,50,371.7
30,71,2114.33
137,68,591.5500000000001
264,8,172.9
4,130,2078.95
218,22,188.60999999999996
1,210,1250.76
214,8,109.13000000000001
32,115,2235.2999999999997
10,335,2549.37
1,347,3292.1400000000003
14,22,318.16999999999996
11,415,1546.9099999999999
198,1,179.0
2,28,1126.37
15,196,4921.040000000001
14,139,606.13
10,357,2868.7999999999997
29,25,917.07
9,339,2666.36
24,10,160.19
24,71,867.3800000000001
43,55,329.67999999999995
1,237,1602.13
5,37,663.8100000000002
147,29,187.92
10,278,1158.3
24,52,718.08
274,10,268.58
373,71,313.49000000000007
1,501,2005.06
47,45,380.02000000000004
8,147,2702.49
16,202,9585.91
3,194,6065.6900000000005
3,17,1164.55
42,54,1314.45
4,60,3902.2799999999997
197,89,1448.2099999999998
11,59,1400.3400000000001
16,26,1099.98
112,69,1220.2600000000002
249,18,328.19999999999993
29,89,1415.75
43,5,389.63999999999993
87,30,563.1499999999999
44,41,638.05
9,235,5010.280000000001
15,38,738.9599999999998
75,19,420.50000000000006
144,71,1484.06
4,102,1625.97
297,5,89.2
58,11,255.89999999999998
263,21,300.52
46,6,278.3
29,39,254.11
8,135,2473.37
17,5,192.60000000000002
2,1090,10674.75
232,52,876.42
112,9,139.26
58,60,1011.8999999999999
51,117,2538.2999999999997
127,35,730.8599999999999
280,41,386.15
54,27,447.68
319,6,200.10000000000002
26,15,289.99
10,3,77.4
7,30,679.4399999999998
28,6,197.64000000000001
16,46,745.0600000000001
63,2,6.2
21,14,228.99
2,80,1319.91
166,6,131.45
1,1141,8022.49
52,12,173.74
51,13,157.70000000000002
47,385,4339.74
61,59,193.13999999999996
162,44,845.55
8,12,353.27
15,47,554.6500000000001
75,11,193.39
39,235,2741.17
40,255,2087.88
369,30,155.42999999999998
36,53,778.5
197,4,271.85
200,63,1110.3400000000001
73,48,657.8
64,13,272.07
21,29,507.28999999999996
366,2,48.800000000000004
180,70,321.42999999999995
10,29,1127.7100000000003
3,121,2226.9100000000003
196,17,2139.76
29,42,697.55
53,40,197.13
17,67,1720.3
10,6,102.44999999999999
89,108,1649.5000000000002
267,4,62.85
53,138,3295.7599999999998
43,145,2824.6899999999996
63,130,3189.8100000000004
148,13,309.4
21,388,7930.54
311,21,325.75
23,28,511.3499999999999
58,143,2836.69
24,9,475.79999999999995
78,127,2759.8300000000004
119,20,645.65
36,66,1311.38
59,60,1173.12
12,58,1353.74
19,11,170.32
52,6,125.79000000000002
25,48,841.2
29,11,266.76
7,4,52.2
10,99,14389.900000000001
185,36,710.28
3,144,2953.59
8,71,725.7
261,13,327.24999999999994
3,98,522.38
210,28,519.6800000000001
107,47,1465.3199999999997
12,124,1485.5400000000002
77,47,706.1900000000002
19,17,255.4
26,11,589.7
18,53,761.5899999999999
131,15,765.3199999999999
252,18,364.79999999999995
79,6,1862.0
207,20,369.2
336,10,135.9
253,7,125.65
148,33,554.38
9,73,1237.8500000000001
85,23,655.7499999999999
7,498,11138.71
204,43,468.77000000000004
7,55,1366.38
23,116,1303.52
11,96,1421.29
25,20,332.66
21,355,2810.63
2,69,1025.44
157,17,616.15
3,165,3501.1000000000004
74,9,277.79999999999995
2,30,434.35
1,5677,143825.06
16,27,867.85
35,87,1227.43
91,12,307.48
70,77,1268.98
115,45,1610.1499999999996
212,57,977.77
30,78,1316.0700000000002
50,44,749.1
245,10,310.05
32,11,223.88
108,128,2372.8599999999997
4,41,1257.68
365,17,363.53
81,87,1890.94
297,10,1784.71
33,364,8137.020000000001
56,34,1621.88
29,170,5900.25
14,3,100.9
72,14,290.82000000000005
23,63,1101.97
19,19,371.2
79,20,311.69000000000005
59,138,8099.489999999999
25,55,289.82000000000005
12,85,336.16999999999996
253,12,58.49
147,42,499.68
64,59,695.4199999999998
8,27,221.26999999999998
10,312,7044.68
270,5,126.70000000000002
9,198,1487.8
247,13,206.21
96,83,599.0
14,38,191.32
49,6,463.8
30,37,147.59000000000003
68,34,1592.06
35,160,1116.5700000000002
128,18,114.77
107,32,1314.4499999999998
37,21,114.39
57,11,279.94
57,72,790.86
72,216,1931.42
246,8,102.12
19,41,213.27
198,87,296.75
15,4,326.4
211,40,334.53999999999996
38,61,233.23000000000002
46,26,546.2
170,75,429.87
47,77,490.52000000000004
115,115,1641.7599999999998
147,158,1246.3200000000002
15,1119,6316.57
51,144,502.09000000000003
159,12,156.91000000000003
12,182,1261.78
35,20,308.94
53,128,423.04
43,35,260.17
172,20,170.04
33,20,125.58000000000001
38,31,496.21
266,70,265.99999999999994
8,472,1914.8200000000002
11,135,905.0400000000001
3,562,6802.76
9,155,1661.33
33,72,377.01
80,61,469.0
30,35,1066.15
8,48,627.1300000000001
71,7,518.28
4,111,668.1400000000001
256,52,4959.1
4,510,2586.67
15,394,4308.610000000001
89,27,252.73000000000002
72,127,465.5499999999999
58,130,705.49
9,1502,19914.44
170,67,180.35000000000002
199,5,135.93
31,3,537.0
19,453,7700.23
151,12,735.6600000000001
9,206,5213.7699999999995
269,22,343.61999999999995
65,97,384.05
273,3,121.17000000000002
25,78,1782.09
23,143,1391.6100000000001
319,30,215.78
4,71,697.7900000000001
12,114,302.1
275,25,1489.5
25,276,2124.9900000000002
40,237,1337.7199999999998
8,121,303.09000000000003
3,403,54534.14
71,57,987.86
213,5,370.79999999999995
37,155,3158.13
53,42,893.59
78,82,1744.76
46,104,553.36
179,70,1109.5300000000002
372,1,106.2
93,26,982.07
9,54,1043.4099999999999
105,42,748.87
77,27,773.03
172,49,880.8499999999999
7,440,9743.11
212,47,895.61
22,33,504.79999999999995
256,5,88.19999999999999
281,15,306.94
21,57,1160.0699999999997
10,145,2420.84
308,23,381.32
67,30,480.71
215,26,457.80999999999995
18,108,4597.0199999999995
103,47,1370.6
42,11,219.39
4,25,248.07999999999998
182,3,39916.5
84,23,410.48
333,3,876.0
8,8,317.53
31,35,703.3599999999999
196,69,1027.44
18,101,2298.9300000000003
17,100,1422.52
311,17,319.5
141,60,1300.25
245,28,484.9500000000001
23,35,996.1
29,84,1567.4799999999998
9,100,3609.3299999999995
30,197,2760.5599999999995
18,21,340.11
17,45,1352.75
14,79,1551.7800000000002
134,1,244.8
245,14,266.4
133,21,358.8199999999999
50,28,457.72
114,82,1633.7799999999997
7,106,2199.3100000000004
22,15,184.19000000000003
25,127,11528.480000000001
65,16,406.53000000000003
60,102,1471.0
50,84,3447.4
169,22,330.11000000000007
18,52,977.93
127,29,982.4199999999998
14,73,1387.99
239,9,139.04999999999998
2,68,1286.7000000000003
239,13,178.96
52,80,2354.25
46,26,498.74000000000007
225,14,259.45
8,217,6580.4400000000005
4,67,1194.7300000000002
164,91,1327.16
240,28,623.5
10,20,301.29
133,23,520.8
17,343,5314.469999999999
9,271,4745.6900000000005
31,22,329.25
75,85,296.42
1,55,961.4899999999999
3,125,1936.0700000000004
45,7,401.4000000000001
1,710,18641.010000000002
357,4,158.16000000000003
18,29,304.4699999999999
68,103,843.0499999999998
373,27,487.75
320,41,163.00000000000003
25,5,106.56
331,5,1289.5
8,110,1624.05
322,11,135.75
71,23,224.14000000000004
260,3,40.5
18,93,2206.9500000000003
367,6,87.5
66,16,689.48
154,29,622.8499999999998
29,63,406.76
70,21,310.62
14,19,411.41
1,91,4777.180000000001
1,212,16225.390000000003
119,51,1044.3200000000002
60,19,499.31999999999994
3,310,7616.530000000001
2,1,3861.0
10,32,1079.6100000000001
92,10,193.64
59,13,1268.6999999999998
87,69,1236.54
25,142,1827.8
357,9,316.58
85,37,653.24
10,9,420.3
1,42,870.12
225,20,331.18
60,52,894.41
241,5,101.79999999999998
318,24,328.35
1,110,1661.44
46,35,734.9399999999999
87,2,96.6
10,166,5756.89
176,9,305.75
51,117,1778.9599999999996
366,5,403.25
318,5,585.0
225,20,755.75
358,14,322.0799999999999
234,23,409.4000000000001
310,8,154.41
36,58,1219.4
66,125,3386.71
239,23,429.6
113,31,612.0600000000001
276,14,197.00000000000006
217,143,2247.51
298,15,321.04999999999995
1,99,1412.3200000000002
29,50,1071.99
10,49,780.59
44,78,1706.57
66,110,1756.44
74,22,316.68
65,34,631.5699999999999
134,89,2515.84
238,33,514.15
122,6,356.0
31,350,6688.459999999999
9,111,10484.99
36,44,740.78
16,53,918.1999999999998
127,18,300.36000000000007
66,47,890.85
148,6,98.45
283,7,317.15
168,34,623.1600000000001
100,77,1810.77
135,19,254.81999999999996
323,10,178.95000000000002
106,12,156.50999999999996
64,23,393.7400000000001
151,82,1506.12
338,6,119.30000000000001
22,11,1717.36
23,2,408.8
15,41,2379.49
7,274,2507.07
57,63,721.94
4,47,716.57
37,41,615.14
66,52,135.31
46,12,255.89999999999998
354,19,290.51
172,16,113.12
58,139,2332.1499999999996
49,3,240.55
22,20,486.69
43,88,2306.5200000000004
29,58,939.78
4,204,7943.219999999999
25,103,4668.300000000001
201,25,180.94
50,194,3672.8599999999997
10,39,641.94
2,192,4799.9
67,7,4507.01
64,28,496.43999999999994
50,243,5070.349999999999
290,31,574.02
60,23,694.4000000000002
64,58,1174.35
95,12,205.3
274,19,310.46999999999997
0,2379,60767.899999999994
75,47,924.85
110,1,52.0
199,24,327.96999999999997
64,37,570.5000000000001
326,1,165.0
3,33,312.62
283,16,204.5
44,36,267.13000000000005
70,95,2748.3100000000004
85,42,679.68
103,49,162.29000000000002
333,29,311.7099999999999
52,10,208.75
39,57,1049.7
32,13,714.9599999999999
366,35,1661.06
208,16,1028.56
156,99,351.67
53,36,173.97
66,86,574.0699999999999
80,17,2020.52
129,24,406.09
87,21,364.5
0,26,563.9399999999999
45,20,393.53999999999996
332,17,252.42000000000002
366,5,201.59999999999997
72,9,158.04
158,72,473.80999999999995
373,5,115.65
12,225,1960.11
254,63,777.0200000000002
29,14,277.05000000000007
31,519,2766.5
4,551,8347.2
39,13,427.92999999999995
361,7,418.9200000000001
372,16,326.0
95,29,913.1900000000002
25,114,2314.32
75,44,602.5100000000001
57,95,1877.5900000000004
21,4,446.94000000000005
40,94,2386.05
137,27,2007.4
8,132,2415.9100000000003
128,3,168.0
40,117,1233.3599999999997
169,194,3703.29
8,36,1690.26
213,8,596.85
14,302,5955.709999999999
169,41,642.41
40,12,316.88
186,31,394.14
270,10,140.54
172,1,500.0
4,84,1535.53
16,12,231.86
9,85,2183.5400000000004
325,7,107.45000000000002
112,14,288.17999999999995
289,6,94.0
16,73,1345.5300000000002
1,50,815.77
92,12,716.2
148,42,626.77
189,8,349.1
31,53,510.71000000000004
33,153,1056.44
264,34,267.18
84,122,3450.8400000000006
26,99,1358.88
171,10,190.53
9,39,774.9
313,48,572.81
64,192,3984.3199999999997
85,28,508.80000000000007
24,8,135.85999999999999
58,53,950.36
323,6,97.7
38,2,43.5
254,17,383.34000000000003
19,292,1447.3900000000003
33,306,1483.14
15,6,93.78
26,82,397.35
23,10,171.19
213,41,533.3
8,55,1041.48
22,29,149.29000000000002
12,329,1122.5300000000002
262,45,200.16
131,25,156.57999999999998
54,62,383.68
248,2,594.0
1,382,3236.9100000000003
9,219,1418.2600000000002
264,5,113.5
330,9,155.17
312,28,494.64
26,60,974.5200000000001
30,30,429.84
29,58,538.7299999999999
1,286,1388.37
362,25,179.10000000000002
283,60,447.22
262,58,237.07
25,7,161.64
354,58,216.76
94,11,234.6
29,7,126.14
338,157,1048.85
19,97,7354.619999999999
85,57,334.53000000000003
9,52,524.88
51,24,467.51
50,24,538.5500000000001
2,77,469.4799999999999
113,76,371.5600000000001
14,11,1771.2
77,29,454.10999999999996
40,46,1441.4199999999998
116,45,905.5
15,98,11054.960000000001
161,88,233.81
1,188,3594.3100000000004
30,86,2575.0
92,2,91.32000000000001
22,50,1134.28
95,154,3100.09
28,35,659.4599999999998
32,297,2001.8000000000002
21,125,1299.23
17,15,1262.2
2,512,13316.400000000001
8,68,1131.5600000000002
15,213,10384.929999999998
362,70,147.09
81,13,52.83
52,97,3610.96
22,164,979.26
171,46,492.36000000000007
189,92,1000.2700000000001
330,1,250.0
11,160,909.23
155,7,121.0
33,308,14758.22
12,178,4139.460000000001
44,15,62.43
233,27,267.03000000000003
64,214,1942.4499999999998
1,18,343.5
40,185,3000.2000000000003
32,57,398.84000000000003
84,10,412.01
24,1,440.0
2,178,825.92
33,4,148.44
18,163,2429.7800000000007
254,26,229.32999999999998
22,672,3995.23
21,108,1502.3500000000004
8,228,2007.4399999999996
25,256,1580.93
19,83,807.57
173,75,536.4000000000002
163,24,110.92000000000002
7,41,538.46
11,15,213.30000000000004
114,29,85.13
288,28,127.86
9,259,3546.7100000000005
54,81,292.71999999999997
7,702,4954.84
77,115,1693.2599999999998
4,61,575.6300000000002
36,29,436.05999999999995
217,17,90.12
60,56,437.23
277,14,217.2
12,899,4805.17
24,31,279.77
28,20,473.65
11,27,800.5899999999999
351,1,134.55
22,113,1400.44
50,8,173.16000000000003
18,7,186.01000000000002
2,53,758.29
103,31,1375.71
7,323,4165.52
11,57,650.4300000000001
4,215,2552.86
31,104,607.45
177,168,702.25
37,45,940.6700000000001
151,39,258.88000000000005
162,13,127.1
68,51,348.59999999999997
120,150,3679.9700000000003
24,44,682.9100000000001
23,123,725.11
176,31,455.29999999999995
50,9,913.6800000000001
255,29,478.53
46,24,388.58
70,5,199.8
15,103,1771.7800000000002
100,77,1406.5900000000001
35,22,324.57
53,14,240.68
26,52,761.74
11,410,6776.56
8,47,1297.8700000000001
78,2,48.480000000000004
52,17,216.39
36,67,1198.23
61,77,2920.16
336,13,104.76
28,60,1093.68
184,16,298.48
51,6,112.46
9,43,1591.4500000000003
36,6,195.15
10,423,10399.74
32,45,776.8510000000002
10,3,336.40000000000003
56,100,1553.1799999999998
4,16,1293.03
43,185,3709.5600000000004
141,19,301.03
116,34,588.13
103,64,1534.26
74,49,675.8000000000001
4,155,2870.24
45,60,1186.35
15,167,3285.3100000000004
17,15,243.55
89,25,724.76
52,15,223.36
134,25,425.32
4,484,12515.66
105,119,1887.2
191,33,664.0
166,238,812.9999999999999
18,52,612.01
157,35,447.64
204,25,657.3500000000001
336,2,816.0
36,32,646.3
91,21,337.74
92,6,877.4399999999999
9,21,922.5300000000001
243,34,560.6700000000001
45,47,748.5
22,1,30.0
190,48,1024.1
43,11,306.45000000000005
25,90,1600.86
317,5,309.8
106,9,138.14
50,17,386.43
168,116,2242.01
39,13,301.32000000000005
217,1,76.32000000000001
40,33,684.34
296,12,173.05
18,78,2657.13
88,155,2881.02
73,114,2446.6000000000004
81,21,323.69
18,202,3435.7599999999998
49,33,657.23
52,12,352.70000000000005
24,110,781.2800000000001
9,78,1333.6799999999998
25,53,1426.16
117,10,193.75
8,166,2993.1
119,9,254.1
4,19,239.76
252,2,136.8
28,12,191.03999999999996
0,78,6479.4
266,22,409.98
33,171,2736.46
17,18,309.6499999999999
172,86,696.6799999999998
2,237,1542.1399999999999
264,5,211.5
140,117,2293.62
201,6,143.10000000000002
63,55,1060.56
35,214,945.5799999999998
40,288,3364.24
283,6,133.25
9,53,1072.36
143,19,356.7
11,35,330.87999999999994
145,118,1118.81
234,7,150.3
32,937,5045.610000000001
24,128,598.73
11,91,507.08
35,69,2222.56
364,41,203.10000000000002
201,11,218.25
15,32,415.25
16,302,5178.959999999999
212,5,85.0
65,70,1120.88
212,14,294.11999999999995
282,10,162.3
114,26,1339.45
14,72,1205.1200000000001
18,173,4812.42
66,8,449.12
49,9,154.88000000000002
16,88,784.4600000000002
77,3,34.8
19,62,1094.59
134,28,196.88000000000002
12,93,974.0399999999998
40,21,149.30999999999997
235,10,44534.3
2,293,2465.48
39,411,2637.38
304,1,79.2
51,28,458.57
10,141,2364.25
61,192,532.96
65,45,714.4200000000001
24,9,205.25
218,7,253.04000000000002
65,37,583.75
31,61,1086.9200000000003
88,180,3279.97
64,11,315.05999999999995
115,27,621.83
7,130,56252.72
5,10,635.6800000000001
68,25,270.79999999999995
245,7,104.9
133,18,241.61999999999998
241,21,1047.1100000000001
183,29,475.28
25,20,345.46000000000004
9,43,2614.7400000000002
10,14,246.3
32,83,2328.9700000000003
46,267,4932.2
26,206,948.05
358,25,351.3
10,35,220.85
43,75,1612.69
14,12,965.6099999999999
149,42,610.01
1,133,2711.56
113,8,2207.4
75,98,884.14
107,119,699.0799999999999
46,64,1063.95
142,1,451.42
51,8,415.82000000000005
0,263,4206.389999999999
23,301,5528.4800000000005
46,31,784.5799999999999
50,48,903.9000000000001
306,208,3734.9700000000003
36,35,515.77
78,89,1391.98
22,133,2218.62
107,41,1801.14
207,40,1303.9099999999999
16,72,1945.33
63,49,2100.6
49,123,1905.4500000000003
319,17,206.98
44,62,570.9599999999999
3,33,885.4699999999999
372,1,15.0
172,20,532.94
56,68,1654.3100000000002
73,115,1836.09
99,51,636.1399999999998
37,39,576.0
58,68,801.76
254,54,836.7900000000001
70,273,2233.75
44,50,954.09
50,10,137.37
64,24,391.98
11,167,33643.079999999994
33,62,1048.49
58,27,355.55999999999995
72,47,1224.06
303,8,118.95000000000002
46,11,130.73999999999998
17,138,3711.77
38,22,389.2699999999999
19,97,238.85
186,22,160.70999999999998
51,30,110.80000000000001
4,140,2974.6499999999996
136,80,712.24
4,645,16387.57
18,14,296.99999999999994
15,191,1438.8500000000001
40,142,977.2099999999998
12,546,3165.3599999999997
8,147,832.88
25,18,68.84
22,20,1936.3200000000004
40,40,895.13
101,45,230.53
5,461,3812.64
277,15,149.64000000000001
32,76,354.09000000000003
14,128,360.93
63,120,4405.88
1,129,493.28000000000003
369,105,343.28
312,29,501.39000000000004
198,23,516.36
2,49,396.47999999999996
92,18,379.35
60,12,181.09000000000003
80,12,168.31
156,93,446.87
226,62,524.52
253,41,263.55
149,11,179.17000000000002
194,24,222.05
1,86,1388.88
368,4,56.25
23,51,351.11000000000007
16,116,363.88
9,74,5126.76
8,30,164.67999999999998
19,150,1567.6899999999998
3,249,967.45
173,7,191.93999999999997
0,267,1232.18
